828	0.02406
829	0.02404
830	0.02385
831	0.02387
832	0.024
833	0.02411
834	0.02389
835	0.02365
836	0.02351
837	0.02381
838	0.02369
839	0.02365
840	0.02335
841	0.02338
842	0.0235
843	0.02348
844	0.0231
845	0.0231
846	0.02288
847	0.02286
848	0.02286
849	0.02283
850	0.02274
851	0.02265
852	0.02257
853	0.02268
854	0.02267
855	0.02258
856	0.02248
857	0.02231
858	0.02243
859	0.02237
860	0.02209
861	0.02206
862	0.02207
863	0.02196
864	0.02226
865	0.02211
866	0.02199
867	0.02182
868	0.02176
869	0.02188
870	0.02208
871	0.02176
872	0.02167
873	0.02145
874	0.02154
875	0.02184
876	0.02157
877	0.02144
878	0.02126
879	0.02127
880	0.02151
881	0.02139
882	0.02133
883	0.0212
884	0.02086
885	0.02118
886	0.02107
887	0.02114
888	0.02122
889	0.02058
890	0.02087
891	0.0209
892	0.02086
893	0.02087
894	0.02075
895	0.02042
896	0.02034
897	0.02066
898	0.02067
899	0.02054
900	0.02009
901	0.02017
902	0.02031
903	0.02045
904	0.02018
905	0.02014
906	0.02014
907	0.02012
908	0.01969
909	0.01994
910	0.02
911	0.01997
912	0.0195
913	0.0196
914	0.01981
915	0.01971
916	0.01962
917	0.01972
918	0.01948
919	0.02011
920	0.01931
921	0.01922
922	0.01956
923	0.01967
924	0.01954
925	0.01956
926	0.01926
927	0.01865
928	0.01885
929	0.0192
930	0.01924
931	0.01904
932	0.01879
933	0.01884
934	0.01883
935	0.01955
936	0.01933
937	0.01906
938	0.01838
939	0.01853
940	0.01881
941	0.01859
942	0.01881
943	0.01894
944	0.01858
945	0.01826
946	0.01812
947	0.01902
948	0.01904
949	0.01924
950	0.01805
951	0.01784
952	0.01796
953	0.01853
954	0.01855
955	0.01785
956	0.01795
957	0.0181
958	0.01852
959	0.01766
960	0.01771
961	0.01783
962	0.01806
963	0.01842
964	0.0177
965	0.01719
966	0.01783
967	0.01777
968	0.01769
969	0.01721
970	0.0173
971	0.01755
972	0.01738
973	0.01751
974	0.01819
975	0.01724
976	0.01753
977	0.01761
978	0.0175
979	0.01663
980	0.01668
981	0.01711
982	0.01723
983	0.0178
984	0.01698
985	0.0168
986	0.01588
987	0.01677
988	0.01809
989	0.01736
990	0.01651
991	0.016
992	0.0171
993	0.01697
994	0.01787
995	0.01655
996	0.0162
997	0.01615
998	0.01569
999	0.01724
1000	0.01702
