401	0.04928
402	0.04948
403	0.0492
404	0.04916
405	0.04881
406	0.04896
407	0.04827
408	0.04843
409	0.04879
410	0.04858
411	0.04854
412	0.04774
413	0.0478
414	0.04766
415	0.04815
416	0.04777
417	0.04781
418	0.04779
419	0.04809
420	0.04821
421	0.04863
422	0.04934
423	0.04967
424	0.05007
425	0.05077
426	0.05128
427	0.0524
428	0.05354
429	0.05469
430	0.05532
431	0.05642
432	0.05822
433	0.05984
434	0.06141
435	0.06295
436	0.06469
437	0.0665
438	0.06871
439	0.07069
440	0.0731
441	0.07515
442	0.07737
443	0.07959
444	0.08176
445	0.08455
446	0.08688
447	0.08942
448	0.09207
449	0.0949
450	0.09756
451	0.10055
452	0.10336
453	0.10661
454	0.10971
455	0.11275
456	0.11589
457	0.11955
458	0.1232
459	0.12663
460	0.13024
461	0.13367
462	0.13756
463	0.14137
464	0.14538
465	0.14913
466	0.15295
467	0.15693
468	0.16101
469	0.16523
470	0.16923
471	0.17345
472	0.17742
473	0.18152
474	0.18569
475	0.1901
476	0.19391
477	0.1981
478	0.20222
479	0.20653
480	0.2108
481	0.21502
482	0.21852
483	0.22253
484	0.22664
485	0.23044
486	0.23401
487	0.23601
488	0.2398
489	0.244
490	0.24718
491	0.25
492	0.25275
493	0.25502
494	0.25786
495	0.25971
496	0.26181
497	0.26407
498	0.26599
499	0.26793
500	0.26998
501	0.27223
502	0.27444
503	0.27701
504	0.27976
505	0.28271
506	0.28557
507	0.28959
508	0.29367
509	0.29773
510	0.30225
511	0.30704
512	0.31215
513	0.31744
514	0.32309
515	0.3284
516	0.33357
517	0.33891
518	0.34428
519	0.34887
520	0.353
521	0.35702
522	0.36032
523	0.36288
524	0.3648
525	0.36693
526	0.36755
527	0.36712
528	0.36637
529	0.36537
530	0.36367
531	0.36143
532	0.35886
533	0.3554
534	0.35185
535	0.34835
536	0.3448
537	0.34135
538	0.33798
539	0.3346
540	0.33171
541	0.32938
542	0.32777
543	0.32679
544	0.32627
545	0.32662
546	0.32803
547	0.33
548	0.33328
549	0.33714
550	0.3421
551	0.34756
552	0.35342
553	0.35992
554	0.3677
555	0.37534
556	0.38299
557	0.39089
558	0.39892
559	0.40685
560	0.41432
561	0.4209
562	0.42712
563	0.43225
564	0.4368
565	0.44013
566	0.44232
567	0.44282
568	0.4417
569	0.43887
570	0.43439
571	0.42811
572	0.42112
573	0.41223
574	0.40182
575	0.39018
576	0.3776
577	0.36357
578	0.34979
579	0.33532
580	0.32057
581	0.30471
582	0.29064
583	0.27658
584	0.26265
585	0.24881
586	0.23582
587	0.22327
588	0.21188
589	0.20095
590	0.19062
591	0.18086
592	0.17127
593	0.16249
594	0.15487
595	0.1473
596	0.14067
597	0.13453
598	0.12853
599	0.12295
600	0.1178
601	0.11333
602	0.10915
603	0.10511
604	0.10168
605	0.0985
606	0.09507
607	0.09234
608	0.08983
609	0.08735
610	0.08502
611	0.08285
612	0.08094
613	0.07908
614	0.07735
615	0.0756
616	0.07406
617	0.07281
618	0.07129
619	0.06971
620	0.06837
621	0.06727
622	0.06646
623	0.06545
624	0.06464
625	0.06371
626	0.06292
627	0.06199
628	0.06122
629	0.06041
630	0.05967
631	0.05904
632	0.05826
633	0.05754
634	0.05708
635	0.05635
636	0.05564
637	0.05494
638	0.05456
639	0.05418
640	0.0536
641	0.05309
642	0.05253
643	0.05214
644	0.05178
645	0.0514
646	0.0508
647	0.05041
648	0.04988
649	0.0495
650	0.04912
651	0.04885
652	0.04835
653	0.04807
654	0.04766
655	0.04638
656	0.04469
657	0.04447
658	0.04578
659	0.04601
660	0.04576
661	0.0454
662	0.04522
663	0.04495
664	0.04474
665	0.04442
666	0.04419
667	0.04393
668	0.04371
669	0.04345
670	0.0432
671	0.04285
672	0.04266
673	0.04239
674	0.04218
675	0.04185
676	0.04167
677	0.0414
678	0.04118
679	0.04109
680	0.04078
681	0.04055
682	0.04042
683	0.04017
684	0.04008
685	0.03991
686	0.03962
687	0.03928
688	0.03923
689	0.03903
690	0.03877
691	0.03863
692	0.03835
693	0.03832
694	0.03822
695	0.03799
696	0.03784
697	0.03749
698	0.0373
699	0.0372
700	0.03708
701	0.03692
702	0.03678
703	0.03675
704	0.03657
705	0.03641
706	0.03626
707	0.03606
708	0.0358
709	0.03588
710	0.03567
711	0.03556
712	0.03532
713	0.0351
714	0.03502
715	0.03488
716	0.03476
717	0.03472
718	0.03438
719	0.03433
720	0.03434
721	0.03402
722	0.0338
723	0.03375
724	0.03362
725	0.03348
726	0.03321
727	0.03311
728	0.03305
729	0.03283
730	0.03272
731	0.03249
732	0.03234
733	0.03226
734	0.03209
735	0.03195
736	0.03192
737	0.0318
738	0.03185
739	0.03178
740	0.03149
741	0.03143
742	0.03131
743	0.03131
744	0.03122
745	0.031
746	0.03092
747	0.03086
748	0.03065
749	0.0305
750	0.03028
751	0.03034
752	0.03011
753	0.03006
754	0.02987
755	0.0298
756	0.02951
757	0.02955
758	0.02936
759	0.02933
760	0.02916
761	0.02891
762	0.029
763	0.02899
764	0.02889
765	0.02863
766	0.0285
767	0.02851
768	0.02862
769	0.02845
770	0.0282
771	0.02813
772	0.02806
773	0.02822
774	0.02803
775	0.02787
776	0.02784
777	0.02768
778	0.02761
779	0.0274
780	0.02752
781	0.02729
782	0.02712
783	0.02692
784	0.02705
785	0.02701
786	0.02695
787	0.02673
788	0.0266
789	0.02653
790	0.0266
791	0.02653
792	0.02637
793	0.02608
794	0.02621
795	0.02612
796	0.02605
797	0.02591
798	0.02588
799	0.02606
800	0.02573
801	0.02567
802	0.0257
803	0.02558
804	0.02545
805	0.02528
806	0.02531
807	0.0251
808	0.02532
809	0.02522
810	0.02504
811	0.02503
812	0.02497
813	0.02508
814	0.02492
815	0.02474
816	0.02465
817	0.02463
818	0.02479
819	0.02472
820	0.02429
821	0.02443
822	0.02442
823	0.02447
824	0.0243
825	0.02409
826	0.02409
827	0.02417
